11/05/2026;andres;10000.0;800.0;1000.0;0.0;0;10000.0;0.0
11/05/2026;andres;20000.0;3800.0;2000.0;0.0;0;0.0;20000.0
12/05/2026;andres;10000.0;800.0;1000.0;0.0;0;10000.0;0.0
12/05/2026;andres;60000.0;11400.0;6000.0;0.0;0;0.0;60000.0
13/05/2026;andres;30000.0;2400.0;3000.0;0.0;0;30000.0;0.0
13/05/2026;andres;60000.0;11400.0;6000.0;0.0;0;0.0;60000.0
14/05/2026;andres;50000.0;4000.0;5000.0;0.0;0;50000.0;0.0
14/05/2026;andres;40000.0;7600.0;4000.0;0.0;0;0.0;40000.0
15/05/2026;andres;50000.0;4000.0;5000.0;0.0;0;50000.0;0.0
15/05/2026;andres;80000.0;15200.0;8000.0;0.0;0;0.0;80000.0
